,geometry,address
318,POINT (39.723109 43.5854823),"Сочи, городской округ Сочи, Краснодарский край, Южный федеральный округ, Россия"
319,POINT EMPTY,
320,POINT EMPTY,
321,POINT EMPTY,
322,POINT (-60.416667 53.333333),"Goose Bay, Happy Valley-Goose Bay, Labrador, Newfoundland and Labrador, Canada"
323,POINT (3.0601882 36.7753606),"Alger الجزائر, Alger Centre ⴷⵣⴰⵢⴻⵔ ⵜⴰⵍⴻⵎⵎⴰⵙⵜ الجزائر الوسطى, Sidi M'Hamed, Alger الجزائر, 16007, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر"
324,POINT (-34.8848193 -8.0584933),"Recife, Região Geográfica Imediata do Recife, Região Metropolitana do Recife, Região Geográfica Intermediária do Recife, Pernambuco, Região Nordeste, Brasil"
325,POINT (-97.8614802 22.2329889),"Tampico, Tamaulipas, 89160, México"
326,POINT EMPTY,
327,POINT (-79.9559437 39.6296809),"Morgantown, Monongalia County, West Virginia, United States"
328,POINT (-115.3272864 41.1958128),"Elko County, Nevada, United States"
329,POINT (-118.4486675 34.1866193),"Van Nuys Neighborhood Council District, Los Angeles, Los Angeles County, California, 91411, United States"
330,POINT (-78.6390989 35.7803977),"Raleigh, Wake County, North Carolina, United States"
331,POINT (-0.4881708 38.3436365),"Alacant / Alicante, l'Alacantí, Alacant / Alicante, Comunitat Valenciana, España"
332,POINT (5.8941759 48.6762624),"Toul, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54200, France"
333,POINT (-70.6504502 -33.4377756),"Santiago, Provincia de Santiago, Región Metropolitana de Santiago, Chile"
334,POINT (28.1879101 -25.7459277),"Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0126, South Africa"
335,POINT (19.14609412691246 47.48138955),"Budapest, X. kerület, XIV. kerület, Közép-Magyarország, Magyarország"
336,POINT (-94.626497 39.1134562),"Kansas City, Wyandotte County, Kansas, United States"
337,POINT (-0.3685668 43.2957547),"Pau, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France métropolitaine, 64000, France"
338,POINT (91.2823821 23.8312377),"Agartala, Mohanpur, West Tripura, Tripura, 799001, India"
339,POINT (77.590082 12.9767936),"Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India"
340,POINT (113.2592945 23.1301964),"广州市, 广东省, 中国"
341,POINT (-0.1158589 51.3388112),"Purley, London Borough of Croydon, London, Greater London, England, CR8 2FQ, United Kingdom"
342,POINT (-85.834366 41.5824086),"Goshen, Elkhart County, Indiana, United States"
343,POINT (-96.9881076 50.6323125),"Gimli, Division No. 18, Manitoba, R0C 1B0, Canada"
344,POINT (91.753943 26.1805978),"Guwahati, Kamrup Metropolitan, Assam, 781015, India"
345,POINT (-119.8126581 39.5261206),"Reno, Washoe County, Nevada, United States"
346,POINT (-77.43428 37.5385087),"Richmond, Virginia, United States"
347,POINT (-71.1658075 8.5816963),"Mérida, Parroquia El Llano, Municipio Libertador, Mérida, 5115, Venezuela"
348,POINT (15.7411039 -12.6076318),"Huambo, Angola"
349,POINT (-86.1583502 39.7683331),"Indianapolis, Marion County, Indiana, United States"
350,POINT (78.46106473453146 17.38878595),"Hyderabad, Telangana, India"
351,POINT (-43.2196671 -22.9844206),"Lenny Off, 234-H, Rua Carlos Gois, Leblon, Zona Sul do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22440-040, Brasil"
352,POINT (-2.4628135 36.8414197),"Almería, Andalucía, España"
353,POINT EMPTY,
354,POINT EMPTY,
355,POINT (-0.2012376 5.5571096),"Accra, Korle-Klottey Municipal District, Greater Accra Region, Ghana"
356,POINT (77.5292414 12.9597604),"Near, Ganapathi Temple, Chandra Layout, 4th Main Road, Attiguppe, Attiguppe Ward, South Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560040, India"
357,POINT (151.2082848 -33.8698439),"Sydney, Council of the City of Sydney, New South Wales, Australia"
358,POINT (30.2046418 59.9372321),"Cozy apartment near sea, 1, бульвар Александра Грина, Морской, округ Морской, Санкт-Петербург, Северо-Западный федеральный округ, 199226, Россия"
359,POINT (69.1776838 34.5260109),"کابل, کابل ښاروالۍ, ولایت كابل, 1001, افغانستان"
360,POINT EMPTY,
361,POINT (39.6433401 47.3079286),"Ленинакан, Краснокрымское сельское поселение, Мясниковский район, Ростовская область, Южный федеральный округ, 346815, Россия"
362,POINT (105.8544441 21.0294498),"Thành phố Hà Nội, Việt Nam"
363,POINT (121.4689366 25.02778),"Near home, 2, 松江街72巷, 文化里, 板橋區, 埔墘, 新北市, 220, 臺灣"
364,POINT (37.6111323 55.7626272),"Музей-мастерская народного художника СССР Д.А. Налбандяна, 8 к2, Тверской проезд, 2, 55, Тверской район, Москва, Центральный федеральный округ, 125009, Россия"
365,POINT (20.3981118 -9.6589303),"Saurimo, Lunda Sul, Angola"
366,POINT (-79.0041726 -2.8974072),"Cuenca, Luis Cordero, El Sagrario, Cuenca, Azuay, 010101, Ecuador"
367,POINT EMPTY,
368,POINT EMPTY,
369,POINT EMPTY,
370,POINT (117.0192886 36.6671012),"溪亭泉, 西更道街, 曲水亭街社区, 大明湖街道, 历下区, 济南市, 山东省, 250000, 中国"
371,POINT (88.38951904999999 22.580492999999997),"State Bank of India, Kankurgachi, More, near Sbi Branch, Bagmari, Bagmari Lane, BRS-10, Maniktala, Kolkata, West Bengal, 700054, India"
372,POINT (-64.75901597858353 17.7289564),"Virgin Islands, Saint Croix District, United States Virgin Islands, United States"
373,POINT (-118.8648189 34.8416435),"Lebec, Kern County, California, 93243, United States"
374,POINT EMPTY,
375,POINT (121.4857295 31.3135175),"near dorm, 三门路, 五角场街道, 杨浦区, 上海市, 200434, 中国"
376,POINT (-84.9880449 32.4610708),"Columbus, Muscogee County, Georgia, United States"
377,POINT (-119.0921 46.2306739),"Pasco, Franklin County, Washington, 99301, United States"
378,POINT (8.2762513 50.0012314),"Mainz, Rheinland-Pfalz, Deutschland"
379,POINT (87.319461 43.419754),"乌鲁木齐县, 乌鲁木齐市, 新疆维吾尔自治区, 830000, 中国"
380,POINT EMPTY,
381,POINT (-117.21772049701174 32.7531333),"Ramada Limited San Diego/Near SeaWorld, 3747, Midway Drive, San Diego, San Diego County, California, 92110, United States"
382,POINT (47.9734174 29.3796532),"مدينة الكويت, العاصمة, 15005, الكويت"
383,POINT (95.3287785 5.5783766),"Mulia, Banda Aceh, Aceh, 23126, Indonesia"
384,POINT (-73.8525627 7.0673313),"Barrancabermeja, Yariguíes, Santander, 687031, Colombia"
385,POINT (102.9628862 22.3048728),"Tỉnh Lai Châu, Việt Nam"
386,POINT EMPTY,
387,POINT (-87.922497 43.0349931),"Milwaukee, Milwaukee County, Wisconsin, United States"
388,POINT (13.5464318 -12.3506867),"Lobito, Catumbela, Benguela, Angola"
389,POINT (-101.6825081 21.1218598),"León, Guanajuato, 37370, México"
390,POINT EMPTY,
391,POINT (-80.8430827 35.2272086),"Charlotte, Mecklenburg County, North Carolina, United States"
392,POINT (-74.4229351 39.3642852),"Atlantic City, Atlantic County, New Jersey, 08401, United States"
393,POINT (-77.0365256 -12.0621065),"Lima Metropolitana, Lima, Perú"
394,POINT (74.6066926 42.8777895),"Бишкек, Кыргызстан"
395,POINT (77.2734146 28.558814),"Jaatre Ice Cream, Near, Shop No 1, Metro Station, Chandrasekhara Venkata Raman Marg, Pocket A, New Delhi, Kalkaji Tehsil, South East Delhi, Delhi, 110025, India"
396,POINT EMPTY,
397,POINT EMPTY,
398,POINT (50.4915963 26.1961051),"Kick Off Academy, شارع 21, سار, المحافظة الشمالية, 533, البحرين"
399,POINT (144.75201822544284 13.4727446),"Hagåtña, Sinajana Municipality, Guam, United States"
400,POINT (129.0752365 35.1799528),"부산, 대한민국"
401,POINT EMPTY,
402,POINT EMPTY,
403,POINT (4.8320114 45.7578137),"Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, France"
404,POINT (120.3781372 36.0638034),"青岛市, 山东省, 中国"
405,POINT EMPTY,
406,POINT (104.7397568 -2.9700595),"Reddoorz Plus Near Palembang Icon Mall 2, Jalan Swakarya II, Ilir Timur I, Palembang, Sumatera Selatan, 30129, Indonesia"
407,POINT (147.14966035050725 -9.4189857),"landfill site near Port Moresby, Port Moresby, National Capital District, Southern Region, Papua Niugini"
408,POINT EMPTY,
409,POINT EMPTY,
410,POINT (-73.87336398511545 40.7757145),"LaGuardia Airport, 14th Road, Queens, City of New York, New York, 11371, United States"
411,POINT EMPTY,
412,POINT (-147.716675 64.837845),"Fairbanks, Fairbanks North Star, Alaska, United States"
413,POINT EMPTY,
414,POINT (15.3125974 -4.3217055),"Kinshasa, République démocratique du Congo"
415,POINT (46.71217161656727 -18.779148749999997),"Madagasikara / Madagascar, Province d’Antananarivo, Madagasikara / Madagascar"
416,POINT (-73.5698065 45.5031824),"Montréal, Agglomération de Montréal, Montréal (06), Québec, Canada"
417,POINT EMPTY,
418,POINT (-130.32549 54.3126572),"Prince Rupert, North Coast Regional District, British Columbia, Canada"
419,POINT (-51.2303767 -30.0324999),"Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, Brasil"
420,POINT EMPTY,
421,POINT (-101.833824 35.2072185),"Amarillo, Potter County, Texas, United States"
422,POINT (-121.493895 38.5810606),"Sacramento, Sacramento County, California, United States"
423,POINT (28.9662187 41.0091982),"İstanbul, Fatih, İstanbul, Marmara Bölgesi, 34126, Türkiye"
424,POINT (-96.4058782 42.4966815),"Sioux City, Woodbury County, Iowa, United States"
425,POINT (-56.9435792 51.4904877),"Route off the rd for the  Labrador Pioneer Footpath, Forteau, Labrador, Newfoundland and Labrador, A0K 2P0, Canada"
426,POINT (41.0192741 43.0033629),"Аҟəа - Сухум, Аҟәа араион - Сухумский район, აფხაზეთის ავტონომიური რესპუბლიკა - Аҧсны Автономтә Республика, Абхазия - Аԥсны, საქართველო"
427,POINT EMPTY,
428,POINT (-118.5163726005344 34.185784549999994),"Sepulveda Off Leash Dog Park, Lake Balboa, Lake Balboa Neighborhood Council District, Los Angeles, Los Angeles County, California, United States"
429,POINT (13.1961032 52.4713975),"Bench near Havelchaussee, Lieper Bucht, Grunewald, Charlottenburg-Wilmersdorf, Berlin, 14129, Deutschland"
430,POINT (55.18853865430702 25.074282349999997),"دبي, الإمارات العربية المتحدة"
431,POINT (17.9236408 50.6668184),"Opole, województwo opolskie, Polska"
432,POINT EMPTY,
433,POINT (52.5378041 29.6060218),"شهر شیراز, بخش مرکزی شیراز, شهرستان شیراز, استان فارس, ایران"
434,POINT EMPTY,
435,POINT EMPTY,
436,POINT EMPTY,
437,POINT EMPTY,
438,POINT (-105.7652927 36.3644667),"Carson, Taos County, New Mexico, 87517, United States"
439,POINT (-169.46468758842235 -14.2419069),"Taʻū, Siʻufaga, Taʻū County, Manuʻa District, American Samoa, United States"
440,POINT (117.1140042 36.6507007),"济南市, 山东省, 中国"
441,POINT (-94.0430937 33.4254259),"Texarkana, Miller County, Arkansas, 71854, United States"
442,POINT EMPTY,
443,POINT EMPTY,
444,POINT EMPTY,
445,POINT (125.3177318 6.9566604),"Mount Apo Jump-Off Santa Cruz, Santa Cruz Trail, Tumpis, Santa Cruz, Davao del Sur, Davao Region, Philippines"
446,POINT EMPTY,
447,POINT (90.389015 23.7644025),"ঢাকা, ঢাকা মহানগর, ঢাকা জেলা, ঢাকা বিভাগ, 1215, বাংলাদেশ"
448,POINT (-98.4951405 29.4246002),"San Antonio, Bexar County, Texas, United States"
449,POINT (-77.5236429 -6.4947245),"Loja, Limabamba, Rodríguez de Mendoza, Amazonas, Perú"
450,POINT (-123.420944 65.1851519),"Community of Délînê, Northwest Territories, X0E 0G0, Canada"
451,POINT (-73.9623427 40.7587979),"New York, 1884, 1st Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10155, United States"
452,POINT EMPTY,
453,POINT EMPTY,
454,POINT EMPTY,
455,POINT EMPTY,
456,POINT (-87.4889532 36.8657651),"Hopkinsville, Christian County, Kentucky, 42240, United States"
457,POINT (71.47700475090954 33.98994845),"Arslan House, Near Madina Masjid Muhallah Muzaffarabad Danishabad, South Canal Road, دانش آباد, پشاور‎, یونیورسٹی ٹاؤن, خیبر پختونخوا, 25000, پاکستان"
458,POINT (-118.0539323 33.8644291),"Cerritos, Los Angeles County, California, 90715, United States"
459,POINT (68.4040229 26.2452915),"نوابشاہ, سندھ, پاکستان"
460,POINT (78.3222294 55.4454258),"Куйбышев, городское поселение Куйбышев, Куйбышевский район, Новосибирская область, Сибирский федеральный округ, 632380, Россия"
461,POINT EMPTY,
462,POINT EMPTY,
463,POINT EMPTY,
464,POINT EMPTY,
465,POINT EMPTY,
466,POINT (-94.616319 33.5087256),"De Kalb, Bowie County, Texas, 75559, United States"
467,POINT EMPTY,
468,POINT EMPTY,
469,POINT EMPTY,
470,POINT (-71.4414049 10.395075),"Cabimas, Parroquia San Benito, Municipio Cabimas, Zulia, 4013, Venezuela"
471,POINT (-86.7742984 36.1622767),"Nashville-Davidson, Davidson County, Middle Tennessee, Tennessee, United States"
472,POINT (-54.6187879 48.9592291),"Gander, Newfoundland, Newfoundland and Labrador, Canada"
473,POINT EMPTY,
474,POINT (-57.5080072 -11.2535587),"Juara, Região Geográfica Imediata de Juara, Região Geográfica Intermediária de Sinop, Mato Grosso, Região Centro-Oeste, 78575-000, Brasil"
475,POINT EMPTY,
476,POINT (14.4892913 35.859653),"Ħal Luqa, Nofsinhar, Malta"
477,POINT EMPTY,
478,POINT (-85.3933906 31.2237434),"Dothan, Houston County, Alabama, United States"
479,POINT (-106.69139630112088 32.40031845),"Las Lomitas, Spaceport City, Las Cruces, Doña Ana County, New Mexico, United States"
480,POINT (-69.9425963 -4.2129211),"Leticia, Amazonas, Colombia"
481,POINT (-96.860063 32.760399),"Fort Worth Avenue, Dallas, Dallas County, Texas, 75211, United States"
482,POINT EMPTY,
483,POINT (44.916667 12.833333),"محافظة عدن, اليمن"
484,POINT (97.4173317 27.3097462),"ပူတာအို, ပူတာအိုခရိုင်, ကချင်ပြည်နယ် (Kachin), 01051, မြန်မာ"
485,POINT (-70.2311655 44.0978509),"Auburn, Androscoggin County, Maine, 04210, United States"
486,POINT (-121.35668977731362 39.1087605),"Beale Air Force Base, Yuba County, California, United States"
487,POINT (-79.1622566 40.5434007),"Homer City, Indiana County, Pennsylvania, 15754, United States"
488,POINT EMPTY,
489,POINT EMPTY,
490,POINT (-84.0357465 33.3245628),"Jenkinsburg, Butts County, Georgia, 30234, United States"
491,POINT (-40.8414804 -14.8567487),"Vitória da Conquista, Região Geográfica Imediata de Vitória da Conquista, Região Geográfica Intermediária de Vitória da Conquista, Bahia, Região Nordeste, Brasil"
492,POINT EMPTY,
493,POINT (-93.3010744 43.8728443),"Ellendale, Steele County, Minnesota, United States"
494,POINT (26.6700323 -4.4283572),"Kasongo, Maniema, République démocratique du Congo"
495,POINT EMPTY,
496,POINT (-3.0087272 16.7719091),"Tombouctou, Cercle de Tombouctou, Tombouctou, Mali"
497,POINT EMPTY,
498,POINT EMPTY,
499,POINT EMPTY,
500,POINT (32.56745 -25.966213),"Cidade de Maputo, Moçambique"
501,POINT EMPTY,
502,POINT EMPTY,
503,POINT EMPTY,
504,POINT (42.8453061 11.8145966),Djibouti جيبوتي
505,POINT (-151.065349 60.4847228),"Soldotna, Kenai Peninsula, Alaska, United States"
506,POINT (79.8541134 6.9387469),"Colombo, Main Street, Gas Paha Junction, Fort, St. Bastian, Colombo, Colombo District, Western Province, 01100, ශ්‍රී ලංකාව இலங்கை"
507,POINT (-89.1914249 13.6989939),"San Salvador, Ayutuxtepeque, Departamento de San Salvador, El Salvador"
